text,label,length
" Bye Bye Johnny
Well she drew out all her money out from southern trust
 And put a little boy aboard a greyhound bus
 Leaving Lousiana for the golden west
 Down came her tears from her happiness
 Her own little son named Johnny B Goode
 Was gonna make some motion pictures out in Hollywood 
 
 Bye bye bye bye
 Bye bye bye bye
 Bye bye Johnny bye bye Johnny B Goode 
 
 Well she remember taking money out from gathering crops
 And buying Johnny`s guitar at a broker shop
 As long as he could play it by the railroad side
 And wouldn`t get in trouble she`d be satisfied
 Never thought there`d ever come a day like this
 When she would gladly give her son a goodbye kiss 
 
 Bye bye bye bye
 Bye bye bye bye
 Bye bye Johnny bye bye Johnny B Goode 
 
 Well she finally got the letter she was dreaming of
 Johnny wrote and told her he had fell in love
 As soon as he was married he would bring her back
 And build a mansion for her by the railroad tracks
 And everytime they heard the locomotive roar
 They`d be a standing, waving in the kitchen door 
 
 Howling bye bye bye bye
 Now bye bye bye bye
 Bye bye Johnny bye bye Johnny B Goode 
   ",stones,641
" You Must Be The One
I`ve been looking out baby for a girl for me.
 When I saw you baby, I knew that I could see
 
 You must be the one
 You must be the one
 You must be the one
 You must be the one
 
 When I saw your brown eyes and your teeth like pearls
 You stood by your limousine lookin` like a proper girl
 
 (Repeat Chorus)
 
 I know that I love you, It don`t sound like it`s true
 I would do my very best to get right thru` to you.
 
 (Repeat Chorus)  ",stones,641
" Sympathy For The Devil
Please allow me to introduce myself

I'm a man of wealth and taste

I've been around for a long, long year

Stole many a man's soul and faith

And I was 'round when Jesus Christ

Had his moment of doubt and pain

Made damn sure that Pilate

Washed his hands and sealed his fate



Pleased to meet you

Hope you guess my name

But what's puzzling you

Is the nature of my game



I stuck around St. Petersburg

When I saw it was a time for a change

Killed the czar and his ministers

Anastasia screamed in vain

I rode a tank

Held a general's rank

When the blitzkrieg raged

And the bodies stank



Pleased to meet you

Hope you guess my name, oh yeah

Ah, what's puzzling you

Is the nature of my game, oh yeah



I watched with glee

While your kings and queens

Fought for ten decades

For the gods they made

I shouted out,

""Who killed the Kennedys?""

When after all

It was you and me

Let me please introduce myself

I'm a man of wealth and taste

And I laid traps for troubadours

Who get killed before they reached Bombay



Pleased to meet you

Hope you guessed my name, oh yeah

But what's puzzling you

Is the nature of my game, oh yeah, get down, baby



Pleased to meet you

Hope you guessed my name, oh yeah

But what's confusing you

Is just the nature of my game



Just as every cop is a criminal

And all the sinners saints

As heads is tails

Just call me Lucifer

'Cause I'm in need of some restraint

So if you meet me

Have some courtesy

Have some sympathy, and some taste

Use all your well - learned politesse

Or I'll lay your soul to waste, um yeah



Pleased to meet you

Hope you guessed my name, um yeah

But what's puzzling you



Is the nature of my game, um mean it, get down

Woo, who

Oh yeah, get on down

Oh yeah

Oh yeah!

Tell me baby, what's my name

Tell me honey, can ya guess my name

Tell me baby, what's my name

I tell you one time, you're to blame

Ooo, who

Ooo, who

Ooo, who

Ooo, who, who

Ooo, who, who

Ooo, who, who

Ooo, who, who

Oh, yeah

What's me name

Tell me, baby, what's my name

Tell me, sweetie, what's my name

Ooo, who, who

Ooo, who, who

Ooo, who, who

Ooo, who, who

Ooo, who, who

Ooo, who, who

Ooo, who, who

Oh, yeah  ",stones,641
" Cook Cook Blues
Cook, cook, cook every mornin`
 Cook, cook, cook through all the night
 Work work work in the evening boy
 And dance, and it will work out alright
 Work on me, baby come- a- close
 You cook, cook, cook all night 
 
 Bad, bad, bad loving baby
 And I lay out my love alright
 And I ain`t have spoiled sod
 And I ani`t must to imagine
 And I`ll give it up alright
 
 Love, love, love and a cook cook for us every night
 
 Cook, cook, cook till the mornin`
 Cook, cook, cook till the night
 Work, work, work in the kitchen
 And it will make `em all come out alright
 Well I don`t want to live like a poor man
 And work, work, work every night
 
 Oh, na, oh no, no, no
 Work, work, work every mornin`
 And the same thing every night
 I just long for the morning 
 When I`m cooked cooked cooked every night
 
   ",stones,641
" I'm Free
I`m free to do what I want any old time 
 I`m free to do what I want any old time 
 So love me, hold me, love me, hold me 
 I`m free any old time to get what I want 
 
 I`m free to sing my song though it gets out of time 
 I`m free to sing my song though it gets out of time 
 So love me, hold me, love me, hold me 
 And I`m free any old time to get what I want 
 
 Love me, hold me, love me, hold me 
 But I`m free any old time to get what I want 
 
 I`m free to choose what I please any old time 
 I`m free to choose what I please any old time 
 So hold me, love me, love me, hold me 
 I`m free any old time to get what I want, yes I am 
 
   ",stones,641
" Downtown Suzie
Got the Monday mornin` blues (Yeah, yeah, yeah) 
 Monday wasn`t really real (Yeah, yeah) 
 Oh, lying on a naked bed (Yeah, yeah, yeah) 
 With an Alka Seltzer head (Yeah, yeah) 
 
 Oh, Lucy looked sweet just a-strollin` down Newport Street 
 Talkin` `bout Lu, what ya gon` do? 
 And I feel so bad 
 Have you ever been had? 
 I`ll dry out sweet Lucy 
 
 Took an early morning shower (Yeah, yeah, yeah) 
 Well, I wasted `bout half an hour (Yeah, yeah) 
 I heard the ringing of the bell (Yeah, yeah, yeah) 
 It`s Lucy with the cleaning towel (Yeah, yeah) 
 Oh, I`m feelin` like the Sunday Times (Yeah, yeah, yeah) 
 Soaked in Californian wine (Yeah, yeah) 
 Oh Lucy kicked me in the hole (Yeah, yeah, yeah) 
 A Tennis worth of achin` bones (Ooh-ooh) 
 Oh Lucy! Yep!
 
 Oh Lucy looked sweet just a-strollin` down Newport Street 
 Lord, Lu, what ya gonna do? 
 I feel so bad 
 Have you ever been had? 
 Got a dose from sweet lucy 
 
 Oh Lucy looked sweet just a-strollin` down Newport Street 
 Talkin bout Lu (who?) what ya gonna do? 
 
 Oh and I feeling so bad 
 Have you ever been had? 
 Oh by sweet Lucy 
 
   ",stones,641
" If I Was A Dancer (Dance Pt2)
I stand accused of talking
 But I feel that we are falling
 In the same old groove
 The radio is playing
 Spitting out the same old news 
 
 It`s time to get up, get out
 Get out into something new
 Time to get up, get out
 Out into something new 
 
 Everybody wants somebody`s fantasy
 Everybody wants somebody`s crazy dreams
 Everybody wants somebody`s fantasy
 Everybody wants somebody`s crazy dreams 
 
 If I was a woman, I would want a new man every night
 If I was a woman, I would want a new man every night
 If I was a politician, make sure I was the best in sight
 If I was a woman, I would want a new man every night 
 
 The poor man eyes the rich man
 Denigrates his poverty
 The rich man eyes the poor man
 And envies his simplicity 
 
 Everybody wants somebody`s fantasy
 Everybody wants somebody`s crazy dreams 
 
 If I was a movie star, five million dollars would be my price
 If I was a trucker, I`d drive for seven days and seven lonely
 nights
 If I was a drummer, I would never miss the beat
 If I was a dancer, y`all would never see my feet
 If I was a hooker, a thousand dollars would be my price, all
 right
 If I was a candidate for President, I`d make sure I had a
 steady wife
 If I was a millionaire, I`d spend all my money in one crazy
 night 
 
 I am what I am
 (?) boss ??
 I am what I am
 My dreams can`t be bought
 Yeah, I said now here comes a dollar fifty(?)
 Stranding in New York(?)
 Yeah, I am what I am
 (?) 
 
 Everybody wants somebody`s crazy dreams
 Everybody want somebody`s fantasy
 Everybody wants somebody`s crazy dreams 
   ",stones,641
" Rocks Off
Oh yeah!
 
 I hear you talking when I`m on the street, 
 Your mouth don`t move but I can hear you speak. 
 What`s the matter with the boy? 
 He don`t come around no more, 
 Is he checking out for sure? 
 Is he gonna close the door on me? 
 
 I`m always hearing voices on the street, 
 I want to shout, but I can`t hardly speak. 
 I was making love last night 
 To a dancer friend of mine. 
 I can`t seem to stay in step, 
 `Cause she come ev`ry time that she pirouettes over me. 
 
 And I only get my rocks off while I`m dreaming, 
 I only get my rocks off while I`m sleeping. 
 
 I`m zipping through the days at lightning speed. 
 Plug in, flush out and fire the fuckin` feed. 
 Heading for the overload, 
 Splattered on the dirty road, 
 Kick me like you`ve kicked before, 
 I can`t even feel the pain no more. 
 
 But I only get my rocks off while I`m dreaming, (only get them off)
 I only get my rocks off while I`m sleeping. 
 
 Feel so hypnotized, can`t describe the scene. 
 Its all mesmerized all that inside me. 
 The sunshine bores the daylights out of me. 
 Chasing shadows moonlight mystery. 
 Headed for the overload, 
 Splattered on the dirty road, 
 Kick me like you`ve kicked before, 
 I can`t even feel the pain no more. 
 
 But I only get my rocks off while I`m dreaming (only get them off, get them off),
 I only get my rocks off while I`m sleeping (only get them off, get them off). 
 
   ",stones,641
" Tumbling Dice
Women think I`m tasty, but they`re always tryin` to waste me 
 And make me burn the candle right down, 
 But baby, baby, I don`t need no jewels in my crown. 
 
 `Cause all you women is low down gamblers, 
 Cheatin` like I don`t know how, 
 But baby, baby, there`s fever in the funk house now. 
 This low down bitchin` got my poor feet a itchin`, 
 You know you know the duece is still wild. 
 
 Baby, I can`t stay, you got to roll me 
 And call me the tumblin` dice. 
 
 Always in a hurry, I never stop to worry, 
 Don`t you see the time flashin` by. 
 Honey, got no money, 
 I`m all sixes and sevens and nines. 
 Say now baby, I`m the rank outsider, 
 You can be my partner in crime. 
 
 But baby, I can`t stay, 
 You got to roll me and call me the tumblin`, 
 Roll me and call me the tumblin` dice. 
 
 Oh, my, my, my, I`m the lone crap shooter, 
 Playin` the field ev`ry night. 
 
 But baby, I can`t stay, 
 You got to roll me and call me the tumblin` dice, (Call me the tumblin`)
 Got to roll me (yayes), Got to roll me, Got to roll me (Oh yeah)
 Got to roll me. Got to roll me, (yeah)
 Got to roll me ( Keep on rolling)
 Got to roll me (Keep on rolling)
 Got to roll me (Keep on rolling)
 Got to roll me 
 My baby, call me the tumblin` dice, yeah
 Got to roll me 
 Baby ....??
 Yeah, my, my, my
 I went down baby, oh
 Got to roll me (hit me)
 Baby I`m down
 
   ",stones,641
" Pain In My Heart
Pain in my heart 
 Treatin` me poor 
 Where can my baby be 
 Lord, no one knows 
 
 Pain in my heart 
 Won`t let me sleep 
 Where can my baby be 
 Lord, where is she 
 
 And one day 
 My days are gettin` tough 
 Won`t you come back, come back, come back, baby 
 Lord 
 
 Pain in my heart 
 Won`t let me be 
 Oh, oh, oh, oh, I wake up restless night in misery 
 Lord 
 
 Won`t somebody stop this pain 
 
 Lord, one day 
 My days are gettin` tough 
 Won`t you love me, love me, love me, baby 
 
 Pain in my heart 
 Pain in my heart 
 Somebody stop this 
 Pain in my heart 
 It`s killin` me baby 
 This pain in my heart 
 Oh, oh, oh, oh 
 Pain in my heart 
 This pain in my heart 
 
   ",stones,641
" You Can't Always Get What You Want
I saw her today at the reception

A glass of wine in her hand

I knew she would meet her connection

At her feet was a footloose man

No, you can't always get what you want

You can't always get what you want

You can't always get what you want

But if you try sometime you find

You get what you need

I saw her today at the reception

A glass of wine in her hand

I knew she was gonna meet her connection

At her feet was a footloose man

You can't always get what you want

You can't always get what you want

You can't always get what you want

But if you try sometimes well you might find

You get what you need

And I went down to the demonstration

To get my fair share of abuse

Singing, ""We're gonna vent our frustration

If we don't we're gonna blow a 50-amp fuse""

You can't always get what you want

You can't always get what you want

You can't always get what you want

But if you try sometimes well you just might find

You get what you need

I went down to the Chelsea drugstore

To get your prescription filled

I was standing in line with Mr. Jimmy

And man, did he look pretty ill

We decided that we would have a soda

My favorite flavor, cherry red

I sung my song to Mr. Jimmy

Yeah, and he said one word to me, and that was ""dead""

I said to him

You can't always get what you want

You can't always get what you want

You can't always get what you want

But if you try sometimes you just might find

You get what you need

You get what you need--yeah, oh baby

I saw her today at the reception

In her glass was a bleeding man

She was practiced at the art of deception

Well I could tell by her blood-stained hands

You can't always get what you want

You can't always get what you want

You can't always get what you want

But if you try sometimes you just might find

You just might find

You get what you need

You can't always get what you want

You can't always get what you want

You can't always get what you want

But if you try sometimes you just might find

You just might find

You get what you need  ",stones,641
" Hang Fire
In the sweet old country where I come from 
 Nobody ever works 
 Yeah nothing gets done 
 We hang fire, we hang fire 
 
 You know marrying money is a full time job 
 I don`t need the aggravation 
 I`m a lazy slob 
 I hang fire, I hang fire 
 Hang fire, put it on the wire 
 
 We`ve got nothing to eat 
 We got nowhere to work 
 Nothing to drink 
 We just lost our shirts 
 I`m on the dole 
 We ain`t for hire 
 Say what the hell 
 Say what the hell, hang fire 
 Hang fire, hang fire, put it on the wire 
 Doo doo doo 
 
 Take a thousand dollars go have some fun 
 Put it all on at a hundred to one 
 Hang fire, hang fire, put it on the wire 
 
   ",stones,641
" Continental Drift
Love comes at the speed of light 
 Love comes at the speed of light 
 Love comes in a strange disguise 
 Love comes 
 
 Open the door and let the light pour over 
 Open the door don`t you keep me out 
 Open the door and let the light pour over 
 Hear me shout 
 Open the door and let the light pour over 
 Open the door don`t you keep me out 
 Open the door and let the light pour over 
 
 Love comes at the speed of light 
 Love comes 
 
 It`s a pure as silver 
 It`s as pure as gold 
 It`s a rushing river 
 Let it run all over me 
 It`s as pure as silver 
 It`s as pure as gold 
 Let it run all over me 
 
 Love comes 
 Love comes at the speed of light 
 
   ",stones,641
" Jumpin' Jack Flash
I was born in a cross-fire hurricane 
 And I howled at my ma in the driving rain, 
 But it`s all right now, in fact, it`s a gas! 
 But it`s all right. I`m Jumpin` Jack Flash, 
 It`s a Gas! Gas! Gas! 
 
 I was raised by a toothless, bearded hag, 
 I was schooled with a strap right across my back, 
 But it`s all right now, in fact, it`s a gas! 
 But it`s all right, I`m Jumpin` Jack Flash, 
 It`s a Gas! Gas! Gas! 
 
 I was drowned, I was washed up and left for dead. 
 I fell down to my feet and I saw they bled. 
 I frowned at the crumbs of a crust of bread. 
 Yeah, yeah, yeah 
 I was crowned with a spike right thru my head. 
 But it`s all right now, in fact, it`s a gas! 
 But it`s all right, I`m Jumpin` Jack Flash, 
 It`s a Gas! Gas! Gas! 
 
 Jumping Jack Flash, its a gas 
 Jumping Jack Flash, its a gas 
 Jumping Jack Flash, its a gas 
 Jumping Jack Flash, its a gas 
 Jumping Jack Flash 
 
   ",stones,641
" Please Go Home
Please go home
 Please go home 
 
 Well maybe I`m talkin to fast
 But I won`t be the first or the last
 In the sea of the thousand you cast
 C`mon please go home 
 
 I don`t have to ask what you do
 I just have to look to get you
 Means nothing to me to get through
 Please go home 
 
 I don`t want to be on my own
 Cause I can`t talk much better alone
 But I don`t have to ring like a phone
 Won`t you please go home 
 
 Please go home
 In some early part of your days
 You were told of the devious ways
 That you thought you could get without pay
 Won`t you please go home 
 
 You reach a state of your mind
 Where it`s madness to look and to find
 Your false affections so kind
 Please go home
 Won`t you please go home 
   ",stones,641
" If You Need Me
If you need me 
 Why don`t you call me 
 Said if you need me 
 Why don`t you call me 
 Don`t wait too long 
 When things go wrong 
 I`ll be there, yeah 
 Where I belong 
 
 Said if you want me 
 Why don`t you send for me 
 Said if you want, want, want 
 All you gotta do is send for me 
 Don`t wait to long 
 Just a pick up your phone 
 I`ll be there 
 Right there, where I belong 
 
 People always told me, darling 
 That you didn`t mean me no good 
 But I know deep down in my heart 
 I done the best I could 
 And one of these days, darling 
 It won`t be long 
 You`re gonna come walking through that door 
 And I know in my mind these are the very 
 Words you`re gonna say to me 
 
 I still love you 
 Always thinking of you 
 I still love, love, love 
 Always thinking of you 
 Don`t wait too long 
 When things go wrong 
 I`ll be there, right there 
 Where I belong 
 
   ",stones,641
" Saint Of Me
Saint Paul the persecutor 
 Was a cruel and sinful man 
 Jesus hit him with a blinding light 
 And then his life began 
 I said yeah 
 I said yeah 
 
 Augustin knew temptation 
 He loved women, wine and song 
 And all the special pleasures 
 Of doing something wrong 
 I said yeah 
 I said yeah 
 
 I said yeah, oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 
 And could you stand the torture 
 And could you stand the pain 
 Could you put your faith in Jesus 
 When you`re burning in the flames 
 
 And I do believe in miracles 
 And I want to save my soul 
 And I know that I`m a sinner 
 I`m gonna die here in the cold 
 I said yes, I said yeah 
 
 I said yeah, oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 
 I thought I heard an angel cry 
 I thought I saw a teardrop falling from his eye 
 
 John the Baptist was a martyr 
 But he stirred up Herod`s hate 
 And Salome got her wish 
 To have him served up on a plate 
 I said yes 
 I said yeah 
 
 I said yeah, oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 Oh yeah, oh yeah 
 You`ll never make a saint of me 
 
 I thought I heard an angel cry 
 I thought I saw a teardrop falling from his eye 
 I thought I saw an angel cry 
 
 You`ll never make a saint of me 
 You`ll never make a saint of me 
 
   ",stones,641
" Moon Is Up
Moon is up 
 The sun is down 
 You can`t have it both ways round 
 Ooh babe, won`t you listen to me 
 We are worlds apart, you see 
 Where are you now 
 Crying out loud 
 Where did you go 
 When I needed you 
 
 The sun sinks behind the clouds 
 And hides his tears without a sound 
 The moon looks on reflectively 
 So spare a thought for you and me 
 Where are you now 
 Dark are the clouds 
 Where did you go 
 When I needed you 
 
 The moon is up 
 The sky is black 
 I`ll sail away and won`t come back 
 The sun goes down 
 The stars will rise 
 And dance across 
 The darkened skies 
 
 The sun goes down 
 The moon comes up 
 
 The moon is up 
 The sun goes down 
 And you can`t have it both ways round 
 So come on baby and listen to me 
 `Cause we are worlds apart, you see 
 
 The sun goes down 
 The moon comes up 
 
   ",stones,641
" Little T & A
She`s my little rock `n` roll 
 She`s my little rock `n` roll 
 The heat`s raiding, the tracks is fading 
 Joints rocking could be anytime at all 
 But the bitch keeps bitching 
 Snitcher keeps snitching 
 Dropping names and telephone numbers and all 
 
 She`s my little rock `n` roll 
 She`s my little rock `n` roll 
 
 The scars healing 
 But the dealers squealing 
 The pool`s in but the patio ain`t dry 
 Well the sense is sensing 
 That the juice keeps pumping and I know why 
 
 She`s my little rock `n` roll 
 My tits and ass with soul baby 
 She`s my little rock `n` roll 
 She`s my little rock `n` roll 
 You got to shock them, show them 
 She`s my little rock `n` roll 
 Shock, shock, shock, oh my, my, my 
 
 Well the sense is sensing 
 That the juice keeps pumping and I know why 
 The bitch keeps bitching 
 Snitcher keeps snitching 
 Dropping names and telephone numbers and all 
 
 She`s my little rock `n` roll 
 My tits and ass with soul baby 
 She`s my little rock `n` roll 
 You got to shock them, show them 
 She`s my little rock `n` roll 
 She got a feeling to know, baby 
 She`s my little rock `n` roll 
 Ah, the little bitch got soul 
   ",stones,641
" Sweet Virginia
Wadin` through the waste stormy winter, 
 And there`s not a friend to help you through. 
 Tryin` to stop the waves behind your eyeballs, 
 Drop your reds, drop your greens and blues. 
 
 Thank you for your wine, California, 
 Thank you for your sweet and bitter fruits. 
 Yes I got the desert in my toenail 
 And I hid the speed inside my shoe. 
 
 But come on, come on down Sweet Virginia, 
 Come on, honey child, I beg you. 
 Come on, come on down, you got it in ya. 
 Got to scrape the shit right off you shoes. 
 
 I want you to come on, come on down Sweet Virginia, 
 I want you come on, honey child, I beg you. . 
 I want you come on, honey child you got it in you. 
 Got to scrape that shit right off you shoes. 
 
 But come on, come on down Sweet Virginia, 
 Come on, come on down, I beg of you. 
 Come on, come on down, you got it in you. 
 Got to scrape that shit right off you shoes. 
 
   ",stones,641
" Memphis Tennessee
Long distance in formation, give me Memphis Tennessee
 Help me find the party trying to get in touch with me
 She could not leave her number, but I know who placed the call
 `Cause my uncle took the message and he wrote it on the wall 
 
 Help me, information, get in touch with my Marie
 She`s the only one who`d phone me here from Memphis Tennessee
 Her home is on the south side, high up on a ridge
 Just a half a mile from the Mississippi Bridge 
 
 Help me, information, more than that I cannot add
 Only that I miss her and all the fun we had
 But we were pulled apart because her mom did not agree
 And tore apart our happy home in Memphis Tennessee 
 
 Last time I saw Marie she`s waving me good-bye
 With hurry home drops on her cheek that trickled from her eye
 Try to put me through to her in Memphis Tennessee 
   ",stones,641
" Harlem Shuffle
You move it to the left 
 And you go for yourself 
 You move it to the right 
 Yeah if it takes all night 
 Now take it kinda slow 
 With a whole lot of soul 
 Don`t move it too fast 
 Just make it last 
 
 You scratch just like a monkey 
 Yeah you do real cool 
 You slide it to the limbo 
 Yeah how low can you go? 
 Now come on baby 
 Don`t fall down on me now 
 Just move it right here 
 To the Harlem shuffle 
 Yeah yeah yeah to the Harlem shuffle 
 Yeah yeah yeah to the Harlem shuffle 
 
 Hitch hitch hike baby 
 Across the floor 
 I can`t stand it no more 
 Now come on baby 
 Now get into your slide 
 Just ride ride ride 
 Little pony, ride! 
 
 Yeah yeah yeah do the Harlem shuffle 
 Yeah yeah yeah do the Harlem shuffle 
 Do the Monkey shine 
 Yeah yeah yeah shake a tail feather baby 
 Yeah yeah yeah shake a tail feather baby 
 Yeah yeah yeah do the Harlem shuffle 
 Yeah yeah yeah do the Harlem shuffle 
 Yeah like your mother told you how 
 Yeah yeah yeah do the Harlem shuffle 
 Yeah yeah yeah do the Harlem shuffle 
 
   ",stones,641
" Walking The Dog
Baby back 
 Dressed in black 
 Silver buttons all down her back 
 High hose, tippy toes 
 She broke the needle and she can sew 
 
 Walking the dog 
 I`m just a walking the dog 
 If you don`t know how to do it 
 I`ll show you how to walk the dog 
 C`mon now c`mon 
 
 I asked her mother for fifteen cents 
 I see you ever jumped the fence 
 I jumped so high, touched the skies 
 Didn`t get back `til a quarter to five 
 
 Walking the dog 
 I`m just a walking the dog 
 If you don`t know how to do it 
 I`ll show you how to walk the dog 
 C`mon c`mon now 
 
 Tell me Mary, what`s your twelve 
 How does your garden grow 
 What with silver bells and cockle shells 
 And pretty maids all in a row 
 
 Walking the dog 
 I`m just a walking the dog 
 If you don`t know how to do it 
 I`ll show you how to walk the dog 
 C`mon now c`mon 
 
 Baby, back 
 Dressed in black 
 Silver buttons all down her back 
 High hose, tippy toes 
 She broke the needle and she can sew 
 
 Walking the dog 
 I`m just a walking the dog 
 If you don`t know how to do it 
 I`ll show you how to walk the dog 
 C`mon now c`mon 
 
 Yeah just a walking 
 Uh just a walking 
 Uh just a walking 
 Now, if you don`t know how to do it 
 I`ll show you how to walk the dog 
 C`mon now c`mon 
 If you don`t know how to do it 
 I`ll show you how to walk the dog 
 C`mon now 
 If you don`t know how to do it 
 I`ll show you how to walk the dog 
 
   ",stones,641
" Wake Up In The Morning
Wake up in the morning there`s a snap around the place
 Wake up in the morning there`s a crackle in your face
 Wake up in the morning there`s a pop that realy says
 ""Rice Crispies for you and you and you"" 
 
 Pour on the milk and listen to the snap that says: ""It`s nice""
 Pour on the milk and listen to the crackle of that rice
 Get up in the morning to the pop that says: ""It`s rice""
 
 Hear them talking crisp. Rice Crispies!!
 
   ",stones,641
" Short And Curlies
Too bad she`s got you by the balls 
 You can`t get free at all 
 She`s got your name 
 She`s got your number 
 You`re screamin` 
 Like thunder 
 And you can`t get away from it all 
 
 It`s too bad, she`s got you by the balls 
 You can`t break loose at all 
 She`s got your name 
 She`s got your number 
 You`re screamin` like thunder 
 And you`re trapped like a rat in a hole 
 
 It`s too bad, she`s got you by the balls 
 She`s nailed you to the wall 
 Oh, it`s a shame 
 Ah but it`s funny 
 She crashed your car 
 She spend your money 
 And you can`t get away from it all 
 
 It`s too bad, she`s grabbed a handful 
 And you can`t get away from it all 
 It`s too bad, oo, and it`s painful 
 And you can`t break away from this stall 
 And you can`t get away from it all 
 
 It`s too bad 
 She`s got you by the balls 
 She`s got your name 
 She`s got your number 
 You`re screamin` blue murder 
 And you can`t get away from it all 
 
 It`s too bad, she`s got you by the balls 
 It`s too bad, she`s got you by the balls 
 It`s too bad, she`s got you by the balls 
 She`s got you by the... 
 
 It`s too bad, it`s too bad 
 It`s too bad, it`s too bad 
 So sad, so sad 
 
   ",stones,641
" Summertime Blues
I`m a gonna raise a fuss, I`m a-gonna raise a holler
 About a-workin` all summer just a-trying to earn a dollar
 Every time I call my baby, try to get a date
 The boss says ""No dice son you gotta work a-late""
 Some times I wonder what I`m a gonna do
 But there ain`t no cure for the Summertime Blues 
 
 Well my Mom and Pappa told me ""Son you gotta earn some
 money
 If you wanna use the car to go a riding next Sunday""
 Well I didn`t got to work told the boss I was sick
 ""Now you can`t use the car cause you didn`t work a lick""
 Sometimes I wonder what I`m a gonna do
 But there ain`t no cure for the Summertime Blues 
 
 It`s gonna take two weeks for I have my vacation,
 I`m gonna take my problem to the United Nations.
 Well I told my congress man and he said, quote:
 ""I`d like to help you son but you`re too young to vote""
 Sometimes I wonder what I`m a gonna do,
 But there ain`t no cure for the Summertime Blues 
   ",stones,641
" Too Tough
If you want to wreck my life 
 Go ahead my love 
 Tried it once with poison 
 Tried it once with drugs 
 My circulation`s running dry 
 It`s you that drank me up 
 Screwed me down with kindness 
 Suffocating love 
 
 When it comes to fighting 
 Trying to play it rough 
 I will take you twenty rounds 
 I`m just too tough, too tough 
 Too tough, too tough 
 
 Saw you on TV last night 
 In a rerun soap 
 You were young and beautiful 
 Already without hope 
 
 But I don`t think you ever knew 
 What you`ve bitten off 
 But in the end, you spat me out 
 You could not chew me up 
 I`m too tough, too tough 
 Too tough, too tough 
 
 When it comes to fighting 
 Trying to play it rough 
 I will take you twenty rounds 
 I`m just too tough, too tough 
 
 I married yesterday 
 To a teenage bride 
 You said it`s only physical 
 But I love her deep inside 
 I still see you in my dreams 
 With a kitchen knife 
 With it poised above your head 
 Now who you gonna slice? 
 
 When it comes to fighting 
 Trying to play it rough 
 I will take you twenty rounds 
 I`m just too tough, too tough 
 
 Too tough, too tough 
 
 I don`t think you`ll ever know 
 What you`ve bitten off 
 But in the end, you spat me out 
 You could not chew me up 
 I was too tough, too tough 
 Too tough, too tough 
 Too tough, too tough 
 Too tough 
 Too tough, too tough 
 Too tough, too tough 
 
   ",stones,641
" She Was Hot
New York was cold and damp 
 TV is just a blank 
 Looks like another dead end Sunday 
 
 What about an early night 
 Monday never feels so bright 
 Ooh the sheets feel cold and lonely 
 
 Who wants to brave the pouring rain 
 For a glass of French champagne? 
 Well grab a cab, grab a cap and baby, come right by 
 
 And she was hot - as she kissed my mouth 
 She was hot - as I wiped her brow 
 She was hot - she pinned me to the ground 
 She was quick - she knew her way around 
 She was hot - as she tore my clothes 
 She was hot - she had no place to go 
 She was hot - on a cold and rainy night 
 
 Detroit was smoky grey 
 Nothing like the good old days 
 Well I got a fever that I`m fighting 
 
 I don`t need your company 
 Leave me in my misery 
 I can take the rebound just like lightning 
 
 And she was hot - in a 50`s dress 
 She was hot - her lips were flashing red 
 I was lost - in her burning flesh 
 I was hot - I was dripping sweat 
 She was hot - in the Detroit snow 
 She was hot - she had no place to go 
 She was hot - on a cold and rainy night 
 
 And she was hot - and I had the blues 
 She was hot - honey, where were you? 
 If you were in my shoes 
 You would be excused 
 She was hot - you can never wait 
 She was hot - never hesitate 
 She was hot - on a cold and rainy night 
 
 I think I`m going off the rails 
 Riding down the pleasure trails 
 I was taking passion where you find it 
 
 Honey when you were young and fresh 
 And you need the touch of your flesh 
 Go take the treasure where you find it 
 
 And she was hot - in the melted snow 
 She was hot - in the molten glow 
 She was hot - she got it in the blood 
 She was hot - like the dam that bursts 
 She was black - she was strong and true 
 She was black - and her eyes were blue 
 She was lost - and she took a chance 
 At just a brief romance 
 
 Down the avenue into the lost bayou 
 Into the tall bamboo, back to the human zoo 
 I wish you all the best, I hope we meet again 
 On a cold Chicago night 
 
 She was hot 
 She was hot 
 She was hot hot hot 
 She was hot hot hot......... 
 
   ",stones,641
